"Question1","Domain1","Question2","Domain2","Similarity","SameDomain","Theta","QuestionID1","QuestionID2"
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.864556542794916,"Cross-Domain",30.1678932477324,21,23
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.866783002110724,"Cross-Domain",29.9130713755941,21,24
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(25) How depressed were you because of your tinnitus?","Emotional",0.837598472966439,"Cross-Domain",33.1126135617963,21,25
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.779266558394429,"Cross-Domain",38.8065288516251,22,23
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.771246996037625,"Cross-Domain",39.5339995588417,22,24
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(25) How depressed were you because of your tinnitus?","Emotional",0.782384776527732,"Cross-Domain",38.5205551223702,22,25
"How anxious or worried has your tinnitus made you feel?","Emotional","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.947818754785841,"Within-Domain",18.5909542694278,23,24
"How anxious or worried has your tinnitus made you feel?","Emotional","(25) How depressed were you because of your tinnitus?","Emotional",0.888884790274351,"Within-Domain",27.266557045287,23,25
"How bothered or upset have you been because of your tinnitus?","Emotional","(25) How depressed were you because of your tinnitus?","Emotional",0.926834842942356,"Within-Domain",22.0533196509066,24,25
"How strong or loud was your tinnitus?","Intrusive","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.853148097022719,"Within-Domain",31.4442572192794,2,1
"What percentage of your time awake were you annoyed by your tinnitus?","Intrusive","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.955710455903244,"Within-Domain",17.116079834235,3,1
"Did you feel in control in regard to your tinnitus?","Sense of Control","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.886439230413284,"Cross-Domain",27.5708428470017,4,1
"How easy was it for you to cope with your tinnitus?","Sense of Control","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.837062008526264,"Cross-Domain",33.1688369078835,5,1
"How easy was it for you to ignore your tinnitus?","Sense of Control","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.842735050697931,"Cross-Domain",32.5699287474132,6,1
"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.89785073203158,"Cross-Domain",26.1230219237472,7,1
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.883501964770696,"Cross-Domain",27.9322674048943,8,1
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.891240991522743,"Cross-Domain",26.9703940840095,9,1
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.857431645240932,"Cross-Domain",30.9705802306746,10,1
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.860707698822499,"Cross-Domain",30.6038636302047,11,1
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.860624672726746,"Cross-Domain",30.6132063808412,12,1
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.853348698303095,"Cross-Domain",31.4222179031377,13,1
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.852830507951258,"Cross-Domain",31.479121227652,14,1
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.856562742225153,"Cross-Domain",31.0671889914907,15,1
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.858854502453498,"Cross-Domain",30.8117912327506,16,1
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.856938148697192,"Cross-Domain",31.0254827485631,17,1
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.846596213707481,"Cross-Domain",32.156637565865,18,1
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.850140286444394,"Cross-Domain",31.7730690126676,19,1
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.837426503102288,"Cross-Domain",33.1306458089386,20,1
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.814755217103163,"Cross-Domain",35.4368345011554,21,1
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.778243706429809,"Cross-Domain",38.8999490964482,22,1
"How anxious or worried has your tinnitus made you feel?","Emotional","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.83519269425771,"Cross-Domain",33.3640918305187,23,1
"How bothered or upset have you been because of your tinnitus?","Emotional","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.826248197678449,"Cross-Domain",34.2847558154564,24,1
"How depressed were you because of your tinnitus?","Emotional","(1) What percentage of your time awake were you consciously aware of your tinnitus?","Intrusive",0.850240299270951,"Cross-Domain",31.7621847212011,25,1
"What percentage of your time awake were you annoyed by your tinnitus?","Intrusive","(2) How strong or loud was your tinnitus?","Intrusive",0.85920353321761,"Within-Domain",30.7727270743091,3,2
"Did you feel in control in regard to your tinnitus?","Sense of Control","(2) How strong or loud was your tinnitus?","Intrusive",0.838344549636986,"Cross-Domain",33.0342811880907,4,2
"How easy was it for you to cope with your tinnitus?","Sense of Control","(2) How strong or loud was your tinnitus?","Intrusive",0.831901695893878,"Cross-Domain",33.7054133901168,5,2
"How easy was it for you to ignore your tinnitus?","Sense of Control","(2) How strong or loud was your tinnitus?","Intrusive",0.840629307206802,"Cross-Domain",32.7933673135347,6,2
"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","(2) How strong or loud was your tinnitus?","Intrusive",0.874173397310354,"Cross-Domain",29.0527020767925,7,2
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(2) How strong or loud was your tinnitus?","Intrusive",0.862415363645776,"Cross-Domain",30.4111288257898,8,2
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(2) How strong or loud was your tinnitus?","Intrusive",0.858059016742915,"Cross-Domain",30.9006570270794,9,2
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(2) How strong or loud was your tinnitus?","Intrusive",0.833797011612408,"Cross-Domain",33.5092181644456,10,2
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(2) How strong or loud was your tinnitus?","Intrusive",0.795917745636657,"Cross-Domain",37.2579748402921,11,2
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(2) How strong or loud was your tinnitus?","Intrusive",0.804560070822956,"Cross-Domain",36.4322096854653,12,2
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(2) How strong or loud was your tinnitus?","Intrusive",0.862765264378145,"Cross-Domain",30.3715010018891,13,2
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(2) How strong or loud was your tinnitus?","Intrusive",0.856888740204975,"Cross-Domain",31.0309747291053,14,2
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(2) How strong or loud was your tinnitus?","Intrusive",0.844418348796821,"Cross-Domain",32.3903297814628,15,2
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(2) How strong or loud was your tinnitus?","Intrusive",0.836240460191136,"Cross-Domain",33.2547748207398,16,2
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(2) How strong or loud was your tinnitus?","Intrusive",0.841315751856184,"Cross-Domain",32.7206783180508,17,2
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(2) How strong or loud was your tinnitus?","Intrusive",0.836044070741765,"Cross-Domain",33.2752890009601,18,2
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(2) How strong or loud was your tinnitus?","Intrusive",0.826746557037011,"Cross-Domain",34.2340330635068,19,2
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(2) How strong or loud was your tinnitus?","Intrusive",0.831835206630241,"Cross-Domain",33.7122777873765,20,2
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(2) How strong or loud was your tinnitus?","Intrusive",0.818236341202551,"Cross-Domain",35.0913675415922,21,2
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(2) How strong or loud was your tinnitus?","Intrusive",0.74833743387546,"Cross-Domain",41.5534342034932,22,2
"How anxious or worried has your tinnitus made you feel?","Emotional","(2) How strong or loud was your tinnitus?","Intrusive",0.866394247886312,"Cross-Domain",29.9577065387409,23,2
"How bothered or upset have you been because of your tinnitus?","Emotional","(2) How strong or loud was your tinnitus?","Intrusive",0.849043964536254,"Cross-Domain",31.892162535231,24,2
"How depressed were you because of your tinnitus?","Emotional","(2) How strong or loud was your tinnitus?","Intrusive",0.84553446713038,"Cross-Domain",32.2707550987783,25,2
"Did you feel in control in regard to your tinnitus?","Sense of Control","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.886382979682678,"Cross-Domain",27.5778053387546,4,3
"How easy was it for you to cope with your tinnitus?","Sense of Control","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.851109942371137,"Cross-Domain",31.6674011763136,5,3
"How easy was it for you to ignore your tinnitus?","Sense of Control","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.859900973947358,"Cross-Domain",30.6945339299906,6,3
"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.888178663735525,"Cross-Domain",27.3547366023054,7,3
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.873801339546964,"Cross-Domain",29.0965695628519,8,3
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.867035127832259,"Cross-Domain",29.8840909997968,9,3
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.87177008714462,"Cross-Domain",29.3350088729171,10,3
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.872000025572973,"Cross-Domain",29.308106242255,11,3
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.871916211314942,"Cross-Domain",29.3179150552558,12,3
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.843921591391068,"Cross-Domain",32.4434232458134,13,3
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.851162200925294,"Cross-Domain",31.6616973523381,14,3
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.856945011091609,"Cross-Domain",31.0247198927231,15,3
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.894805404049025,"Cross-Domain",26.5165545036923,16,3
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.865593008128539,"Cross-Domain",30.0495118452472,17,3
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.8698241685947,"Cross-Domain",29.5617868154481,18,3
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.877689284702177,"Cross-Domain",28.6351327951926,19,3
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.865663364773031,"Cross-Domain",30.0414606359259,20,3
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.825218605644997,"Cross-Domain",34.3893391527891,21,3
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.787332353214681,"Cross-Domain",38.0630900535796,22,3
"How anxious or worried has your tinnitus made you feel?","Emotional","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.870992366281311,"Cross-Domain",29.4258355743313,23,3
"How bothered or upset have you been because of your tinnitus?","Emotional","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.888810483114604,"Cross-Domain",27.2758487518418,24,3
"How depressed were you because of your tinnitus?","Emotional","(3) What percentage of your time awake were you annoyed by your tinnitus?","Intrusive",0.901632430871188,"Cross-Domain",25.6265204182866,25,3
"How easy was it for you to cope with your tinnitus?","Sense of Control","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.838338557809573,"Within-Domain",33.0349109401928,5,4
"How easy was it for you to ignore your tinnitus?","Sense of Control","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.819532949338002,"Within-Domain",34.9619325150343,6,4
"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.879945628405387,"Cross-Domain",28.3641946925506,7,4
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.878837700528775,"Cross-Domain",28.4975277730413,8,4
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.851900119814392,"Cross-Domain",31.5810577440442,9,4
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.826992378237614,"Cross-Domain",34.2089891956972,10,4
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.826563887580869,"Cross-Domain",34.2526327194133,11,4
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.824154994620271,"Cross-Domain",34.4970859727738,12,4
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.842101614515647,"Cross-Domain",32.6372851274767,13,4
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.845196705546972,"Cross-Domain",32.306982623483,14,4
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.865121932777577,"Cross-Domain",30.1033687022725,15,4
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.860333618017494,"Cross-Domain",30.6459378389359,16,4
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.861952527965313,"Cross-Domain",30.4634754181854,17,4
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.86208328011525,"Cross-Domain",30.448695630765,18,4
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.859550239656436,"Cross-Domain",30.7338787268279,19,4
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.837810536630483,"Cross-Domain",33.0903652100228,20,4
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.832242319131804,"Cross-Domain",33.6702278565977,21,4
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.775745912154786,"Cross-Domain",39.1272914332688,22,4
"How anxious or worried has your tinnitus made you feel?","Emotional","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.862866314968513,"Cross-Domain",30.3600478643662,23,4
"How bothered or upset have you been because of your tinnitus?","Emotional","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.871026905016384,"Cross-Domain",29.4218073614425,24,4
"How depressed were you because of your tinnitus?","Emotional","(4) Did you feel in control in regard to your tinnitus?","Sense of Control",0.865096448421796,"Cross-Domain",30.1062797745002,25,4
"How easy was it for you to ignore your tinnitus?","Sense of Control","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.955530015721062,"Within-Domain",17.151172903535,6,5
"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.863671731825413,"Cross-Domain",30.268621266793,7,5
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.866872113233595,"Cross-Domain",29.902831486086,8,5
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.852220189494169,"Cross-Domain",31.5460231488416,9,5
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.867331973810777,"Cross-Domain",29.8499375617726,10,5
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.854867010656708,"Cross-Domain",31.2549542000297,11,5
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.842639112712253,"Cross-Domain",32.5801382655154,12,5
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.81707988982811,"Cross-Domain",35.2064611495518,13,5
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.831431901777091,"Cross-Domain",33.7538888768526,14,5
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.818737020943257,"Cross-Domain",35.041436176761,15,5
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.815379150156533,"Cross-Domain",35.3751313381692,16,5
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.825659063960827,"Cross-Domain",34.344632714749,17,5
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.836882375296406,"Cross-Domain",33.1876442398795,18,5
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.810796269496515,"Cross-Domain",35.8261977921243,19,5
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.834993580094404,"Cross-Domain",33.3848302848168,20,5
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.810804070139102,"Cross-Domain",35.8254342071431,21,5
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.801203982685718,"Cross-Domain",36.7547714732227,22,5
"How anxious or worried has your tinnitus made you feel?","Emotional","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.826058657030224,"Cross-Domain",34.3040298801047,23,5
"How bothered or upset have you been because of your tinnitus?","Emotional","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.826749253211573,"Cross-Domain",34.2337584688496,24,5
"How depressed were you because of your tinnitus?","Emotional","(5) How easy was it for you to cope with your tinnitus?","Sense of Control",0.87141621073499,"Cross-Domain",29.37636830077,25,5
"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.865516092260334,"Cross-Domain",30.0583114173194,7,6
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.853560333435181,"Cross-Domain",31.3989512863659,8,6
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.865865297501444,"Cross-Domain",30.0183417439116,9,6
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.872264124886435,"Cross-Domain",29.2771790204035,10,6
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.844037685636845,"Cross-Domain",32.4310220194901,11,6
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.841211366450334,"Cross-Domain",32.7317411451242,12,6
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.808076672863733,"Cross-Domain",36.091559445784,13,6
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.82803600322555,"Cross-Domain",34.1024865228614,14,6
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.81799319800392,"Cross-Domain",35.1155931903548,15,6
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.810306665241272,"Cross-Domain",35.8740957327321,16,6
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.824883084526118,"Cross-Domain",34.4233603139618,17,6
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.836153655606274,"Cross-Domain",33.2638435159906,18,6
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.812803196857578,"Cross-Domain",35.6292774750856,19,6
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.835724097013954,"Cross-Domain",33.3086884285103,20,6
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.794668848774035,"Cross-Domain",37.3760112371888,21,6
"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.772227976967137,"Cross-Domain",39.4456170254989,22,6
"How anxious or worried has your tinnitus made you feel?","Emotional","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.827456859170869,"Cross-Domain",34.1616246127906,23,6
"How bothered or upset have you been because of your tinnitus?","Emotional","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.817766007365141,"Cross-Domain",35.1382162443498,24,6
"How depressed were you because of your tinnitus?","Emotional","(6) How easy was it for you to ignore your tinnitus?","Sense of Control",0.855327669798684,"Cross-Domain",31.2040467987668,25,6
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.977445840379534,"Within-Domain",12.1918781541552,8,7
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.94850918332616,"Within-Domain",18.4664698176425,9,7
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.896332538297467,"Cross-Domain",26.3198935775399,10,7
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.887904330542869,"Cross-Domain",27.3889240563494,11,7
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.863823273511789,"Cross-Domain",30.2513911194431,12,7
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.93739812806354,"Cross-Domain",20.3809014129852,13,7
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.927639283830781,"Cross-Domain",21.9302373205953,14,7
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.920297359092718,"Cross-Domain",23.0304074168912,15,7
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.903809813106216,"Cross-Domain",25.3365410848503,16,7
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.949391421321213,"Cross-Domain",18.3062134090868,17,7
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.912922911104357,"Cross-Domain",24.0875460873416,18,7
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.905807610797948,"Cross-Domain",25.0677247551029,19,7
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(7) How much did your tinnitus interfere with your ability to concentrate?","Cognitive",0.897391975888496,"Cross-Domain",26.1826561128927,20,7
